CODIGO_COMPANIA;CODIGO_RAMO_EMISION;NOMBRE_RAMO_EMISION;CODIGO_RAMO_CONTABLE;NOMBRE_RAMO_CONTABLE;CODIGO_RAMO_SCF;CONCATENAR CODRAMO_CODPROD_RAMO;CODIGO_PRODUCTO;AGRUP SISTEMA PLANEACIÓN;LN PLANEACIÓN;NOMBRE_PRODUCTO;Vigente;Comercializa;Cobertura genera Prima;Linea_negocio;CODIGO_COBERTURA;NOMBRE_COBERTURA;CLASIFICACIÓN COBERTURA VRT NIVEL 1;CLASIFICACIÓN COBERTURA VRT NIVEL 2;Nombre Productos Planeación;Cálculo RPND-SOP;RSA en maestro;IBNR;Reserva Enfermedad Profesional;Desviación de siniestralidad;Matemática;Insuficiencia activos
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;278;ANEGACION MCIAS FIJAS;Daño a bienes;Terremoto;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;280;ANEGACION DINEROS;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;22;EXPLOSION  EDIFICIO;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;42;HAMCC.AMITTERRO.MCIAS FI;CAT-Antrop;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;45;DANOS POR AGUA MCIAS FI;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;48;EXPLOSION MCIAS FLOT;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;52;DANOS POR AGUA MCIAS FLO;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;59;EXPLOSION MAQUINARIAS;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;63;EXTENDED COVER. MAQUI;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;75;EXTENDED COV MUEBLES E;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;76;DANOS POR AGUA MUEB.ENSE;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;192;INCENDIO DINEROS;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;193;EXPLOSION DINEROS;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;5;INCENDIO;7;5_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;20;EDIFICIO;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Incendio;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;6;LUCRO CESANTE;14;6_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;89;LUCRO POR AMIT Y TERROR.;CAT-Antrop;NA;Multiriesgo Empresarial;1;1;Sin Esperada Lucro;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;6;LUCRO CESANTE;14;6_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;88;LUCRO POR INCENDIO;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Sin Esperada Lucro;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;6;LUCRO CESANTE;14;6_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;No;Empresas;80;LUCRO CESANTE;N/A;NA;Multiriesgo Empresarial;1;1;Sin Esperada Lucro;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;285;LIMITE ESTUDIA. EN PRACT;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;282;EMPLEADOS IDENTI EVENTO;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;475;EMPLEADOS IDENTI VIGENCI;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;284;LIMITE EMPLE FIRMAS ESPE;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;476;EMPLEADOS NO IDENTIFI.;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;283;LIMITE EMPLEA TEMPORALES;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;286;LIMITE DE BIENES DE TERC;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;No;Empresas;387;MANEJO COMERCIAL;N/A;NA;Multiriesgo Empresarial;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;8;ROTURA DE MAQUINARIA;15;8_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;463;DANO INTERNO FRIGO FIJAS;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;8;ROTURA DE MAQUINARIA;15;8_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;986;DANO INTERNO FRIGO FLOT;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;8;ROTURA DE MAQUINARIA;15;8_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;479;LUCRO POR ROTURA MAQUIN.;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;8;ROTURA DE MAQUINARIA;15;8_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;462;AVERIA EQUIPO MECANICO;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;8;ROTURA DE MAQUINARIA;15;8_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;57;MAQUINARIAS;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;8;ROTURA DE MAQUINARIA;15;8_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;No;Empresas;260;EQUIPO ELECTRONICO;Daño a bienes;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;239;ERRORES Y OMISIONES;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;234;PARQUEADEROS EVENTO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;No;Empresas;386;RESPONSABILIDAD CIVIL;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;244;VEHIC. NO PROPIOS EVENTO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;485;VEHICULOS PROPIOS EVENT;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;492;PRODUCTOS VIGENCIA;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;232;CONTAMINACION ACCIDENTAL;CAT-Antrop;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;472;PLO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;483;GASTOS MEDICOS EVENTO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;235;PARQUEADEROS VIGENCIA;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;237;RESPONS. CIVIL CRUZADA;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;473;GASTOS MEDICOS VIGENCIA;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;484;PATRONAL EVENTO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;487;VEHICUL. PROPIOS VIGENC.;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;227;GASTOS MEDICOS PERSONA;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;238;BIENES BAJO CUIDADO TENE;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;915;SUBCONTR. Y CONTRATISTAS;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;474;PATRONAL VIGENCIA;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;229;PRODUCTOS EVENTO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;10;RESPONSABILIDAD CIVIL;6;10_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;245;VEHIC. NO PROPIOS VIGENC;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Multiriesgo Empresarial;1;1;Grupo RC;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;495;SUSTR. CON VIOL. EQUI.EL;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;469;SUSTR.CON VIOL.MCIAS FIJ;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;496;SUSTR.SIN VIOL.EQUI. EL;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;468;SUSTR CV FRIGORIFICOS;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;996;SUSTR CV FRIGORIFICOS;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;498;SUSTR. SIN VIOL.MUEBLES;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;612;SUSTR.CON VIOL. MAQUI.;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;466;SUSTRACCION CON VIOLENCI;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;493;SUS.C.V.DINE FUERA CAJA;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;497;SUSTR.CON VIOL.MUEBLES E;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;12;SUSTRACCION;9;12_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;499;SUS.C.V.DINEROS;Hurto y otros delitos;Terremoto;Multiriesgo Empresarial;1;1;Grupo Sustracción;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;13;TERREMOTO;8;13_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;40;TERREMOTO MCIAS FIJAS;CAT- Nat;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;13;TERREMOTO;8;13_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;73;TERREMOTO MUEBLES Y ENS;CAT- Nat;Terremoto;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;13;TERREMOTO;8;13_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;23;TERREMOTO EDIFICIO;CAT- Nat;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;13;TERREMOTO;8;13_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;61;TERREMOTO MAQUINARIAS;CAT- Nat;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;13;TERREMOTO;8;13_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;49;TERREMOTO MCIAS FLOT;CAT- Nat;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;13;TERREMOTO;8;13_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;194;TERREMOTO DINEROS;CAT- Nat;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;13;TERREMOTO;8;13_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;272;TERREMOTO EQUIPO ELECTR;CAT- Nat;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;13;TERREMOTO;8;13_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;101;LUCRO POR TERREMOTO;CAT- Nat;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;15;TRANSPORTES;10;15_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;318;HUELGA;CAT-Antrop;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;15;TRANSPORTES;10;15_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;306;BASICO SIN HURTO SIMPLE;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;15;TRANSPORTES;10;15_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;307;BASICO CON HURTO SIM;Hurto y otros delitos;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;15;TRANSPORTES;10;15_95;95;Multiriesgo Empresas;Empresas;MULTIRIESGO EMPRESARIAL;si;si;No;Empresas;421;TRANSPORTES;N/A;NA;Multiriesgo Empresarial;1;1;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;888;ASISTENCIA;888;888_95;95;Asistencia;Ninguno;MULTIRIESGO EMPRESARIAL;si;si;Si;Empresas;216;ASISTENCIA;Servicios Asistenciales;NA;Asistencia;NA;1;NA;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;888;ASISTENCIA;NA;888_95;95;NA;NA;MULTIRIESGO EMPRESARIAL;si;si;No;Empresas;388;ASISTENCIA;Servicios Asistenciales;NA;Asistencia;NA;1;NA;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;NA;NA;NA;_95;95;NA;NA;MULTIRIESGO EMPRESARIAL;si;si;No;Empresas;191;DINEROS;N/A;NA;NA;1;0;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;NA;NA;NA;_95;95;NA;NA;MULTIRIESGO EMPRESARIAL;si;si;No;Empresas;70;MUEBLES Y ENSERES;Daño a bienes;NA;NA;1;0;Grupo Todo Riesgo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_93;93;Otros;Empresas;MIDAS PLAN INDUSTRIAS;si;si;Si;PYME;476;EMPLEADOS NO IDENTIFI.;Hurto y otros delitos;NA;Midas Plan Industrias;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_97;97;Otros;Empresas;INTEGRAL INDUSTRIA Y COMERCIO;si;si;Si;PYME;476;INF. EMPL. NO IDENTIF.;Hurto y otros delitos;NA;Integral Industria Y Comercio;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_97;97;Otros;Empresas;INTEGRAL INDUSTRIA Y COMERCIO;si;si;Si;PYME;475;INFIDELIDAD TRABAJAD.;Hurto y otros delitos;NA;Integral Industria Y Comercio;1;1;Sin Esperada Manejo;NA;NA;NA;NA
3;66;MULTIRRIESGO INDUSTRIAL;7;MANEJO;13;7_98;98;Multiriesgo Davivienda;Empresas;MULTIRIESGO DAVIVIENDA;si;si;Si;PYME;760;BASICA;Hurto y otros delitos;Terremoto;Multiriesgo Davivienda;1;1;Sin Esperada Manejo;NA;NA;NA;NA
